0|0|10||75|162|250||||"39867841"|"68140972"
0|0|1||250|425|600||||"39867841"|"68140973"
7|12|25||5|40|75||||"39867842"|"68140974"
2|7|15||2|4|5||||"39867842"|"68140975"
0|1|10||75|162|250||||"39867842"|"68140976"
0|0|1||250|425|600||||"39867842"|"68140977"
18|35|45||5|40|75||||"39867843"|"68140978"
7|20|25||2|4|5||||"39867843"|"68140979"
0|4|15||75|162|250||||"39867843"|"68140980"
0|0|2||250|425|600||||"39867843"|"68140981"
18|35|45||5|40|75||||"39867844"|"68140982"
7|20|25||2|4|5||||"39867844"|"68140983"
0|4|15||75|162|250||||"39867844"|"68140984"
0|0|2||250|425|600||||"39867844"|"68140985"
0|0|1||250|425|600||||"39867845"|"68140986"
0|0|6||75|162|250||||"39867845"|"68140987"
2|7|15||2|4|5||||"39867846"|"68140988"
7|8|25||5|40|75||||"39867846"|"68140989"
0|0|10||75|162|250||||"39867846"|"68140990"
0|0|1||250|425|600||||"39867846"|"68140991"
7|12|25||5|40|75||||"39867847"|"68140992"
2|7|15||2|4|5||||"39867847"|"68140993"
0|1|10||75|162|250||||"39867847"|"68140994"
0|0|1||250|425|600||||"39867847"|"68140995"
18|35|45||5|40|75||||"39867848"|"68140996"
7|20|25||2|4|5||||"39867848"|"68140997"
0|4|15||75|162|250||||"39867848"|"68140998"
0|0|2||250|425|600||||"39867848"|"68140999"
18|35|45||5|40|75||||"39867849"|"68141000"
7|20|25||2|4|5||||"39867849"|"68141001"
0|4|15||75|162|250||||"39867849"|"68141002"
0|0|2||250|425|600||||"39867849"|"68141003"
3|6|25||5|40|75||||"39867851"|"68141004"
0|3|15||2|4|5||||"39867851"|"68141005"
0|1|6||75|162|250||||"39867851"|"68141006"
1|2|3||250|425|600||||"39867851"|"68141007"
3|12|25||5|40|75||||"39867852"|"68141008"
0|6|15||2|4|5||||"39867852"|"68141009"
0|1|6||75|162|250||||"39867852"|"68141010"
0|1|3||250|425|600||||"39867852"|"68141011"
3|6|25||5|40|75||||"39867854"|"68141012"
0|3|15||2|4|5||||"39867854"|"68141013"
1|2|3||250|425|600||||"39867854"|"68141014"
0|1|6||75|162|250||||"39867854"|"68141015"
3|12|25||5|40|75||||"39867855"|"68141016"
0|6|15||2|4|5||||"39867855"|"68141017"
0|1|6||75|162|250||||"39867855"|"68141018"
0|1|3||250|425|600||||"39867855"|"68141019"
3|6|25||5|40|75||||"39867857"|"68141020"
0|3|15||2|4|5||||"39867857"|"68141021"
1|2|3||250|425|600||||"39867857"|"68141022"
0|1|6||75|162|250||||"39867857"|"68141023"
3|12|25||5|40|75||||"39867858"|"68141024"
0|6|15||2|4|5||||"39867858"|"68141025"
